,invoiceId,businessId,payerId,montoFactura,relationDays,relationRecurrence,issuerInvoicesAmount,issuerCancelledInvoices,diasActividadPagador,Clients12Months,mora
82,17399,4418,5004,2279088.0,204.0,8.782608695652174,175897827.0,0.161124,10731.0,14,-16.0
83,14460,3558,4904,3927000.0,771.0,10.0,353557387.0,0.037982,10665.0,27,-9.0
84,3392,1222,2266,6189868.0,1516.0,7.046511627906977,0.0,0.070904,1719.0,544,465.0
85,4238,1472,4357,7014256.0,1197.0,73.6875,34821098.0,0.009993,7767.0,293,3.0
86,12515,2631,5001,1248965.0,200.0,5.9393939393939394,86664097.0,0.191109,10637.0,12,159.0
87,16319,3992,4693,5902400.0,433.0,24.764705882352942,294577955.0,0.012028,12146.0,8,-7.0
88,7667,3188,5045,29182077.0,171.0,13.153846153846153,29182077.0,0.232689,10559.0,2,97.0
89,1120,2729,5015,1734425.0,409.0,15.148148148148149,36266741.0,0.054863,2441.0,3,0.0
90,4068,1840,432,5000000.0,110.0,24.5,10432815.0,0.479635,10496.0,4,-9.0
91,10348,1946,853,537880.0,552.0,54.6,67424631.0,0.012921,4240.0,48,-3.0
92,8433,3907,5339,1554260.0,273.0,19.428571428571427,5673788.0,0.0,7661.0,1,8.0
93,9976,3300,718,103518.0,367.0,3.623762376237624,565963123.0,0.057269,4769.0,17,-11.0
94,14871,109,4636,357000.0,208.0,12.8,1426999.0,0.003744,10681.0,76,11.0
95,2606,1823,3132,980858.0,169.0,6.68,30231298.0,0.016313,977.0,34,10.0
96,3453,809,3044,33303933.0,290.0,41.42857142857143,253753375.0,0.037562,5104.0,11,4.0
97,1789,1803,4715,309400.0,460.0,18.28,17855950.0,0.135644,10447.0,40,11.0
98,12637,3949,4829,1309000.0,372.0,28.53846153846154,20634600.0,0.131576,10638.0,2,-12.0
99,15398,2568,5392,1456263.0,434.0,21.45,38438935.0,0.078377,6894.0,2,17.0
100,13692,3192,5160,690200.0,660.0,36.55555555555556,61808600.0,0.03887,10653.0,2,-8.0
101,3572,2578,1316,14661990.0,286.0,10.518518518518519,69785765.0,0.048613,3026.0,27,4.0
102,4348,2026,963,1946660.0,235.0,10.681818181818182,11658662.0,0.234508,3866.0,21,2.0
103,12765,3493,4983,234447159.0,184.0,58.0,4570063873.0,0.84791,10640.0,7,19.0
104,8340,2539,4829,5312874.0,338.0,28.0,9517144.0,0.140897,10570.0,42,-17.0
105,286,1578,764,2618000.0,335.0,27.833333333333332,24120705.0,0.067353,4367.0,9,522.0
106,9488,3469,4692,2142000.0,237.0,229.0,2142000.0,0.030592,10588.0,5,-5.0
107,19496,2706,469,157390000.0,1.0,80.0,157390000.0,0.0,897.0,29,-7.0
108,5499,1797,899,1156680.0,553.0,27.6,76797080.0,0.036326,4131.0,52,0.0
109,3153,4065,741,11387848.0,0.0,80.0,25500591.0,0.486198,4526.0,2,-17.0
110,10343,4005,3938,8566592.0,181.0,80.0,8566592.0,0.183301,365.0,13,100.0
111,12103,3055,5398,3984910.0,289.0,18.6,157014438.0,0.02985,6741.0,7,-45.0
112,1487,813,4557,1818844.0,655.0,4.556338028169014,1672012291.0,0.162888,10014.0,130,-19.0
113,10051,166,4760,5890500.0,920.0,10.10989010989011,103173000.0,0.053234,10597.0,6,0.0
114,15032,3212,1594,176299.0,40.0,2.4375,57146475.0,0.203865,5957.0,85,58.0
115,2907,1354,712,9517045.0,853.0,40.61904761904762,321966631.0,0.117388,4683.0,41,142.0
116,6803,3531,3147,3481406.0,61.0,58.0,9193406.0,0.190842,1008.0,6,413.0
117,3810,2325,3044,2055926.0,385.0,11.323529411764707,293410654.0,0.119011,5115.0,13,-18.0
118,13595,1334,5015,1399154.0,531.0,6.805194805194805,122366928.0,0.059738,2675.0,11,0.0
119,19709,3958,1401,2664698.0,10.0,3.0,18052931.0,0.0,3220.0,5,-27.0
120,5713,2401,701,535500.0,234.0,9.0,23056250.0,0.061652,4788.0,30,17.0
121,2602,3848,4557,5814067.0,272.0,67.75,17644669.0,0.164417,10020.0,4,-5.0
122,12536,3980,4945,2653700.0,319.0,3.009433962264151,52856706.0,0.055944,10636.0,8,-23.0
123,5771,4489,430,1181075.0,503.0,100.6,369999687.0,0.058089,10526.0,38,4.0
124,10905,1934,4968,4304222.0,285.0,28.0,49340245.0,0.202252,10616.0,15,-78.0
125,3399,1779,1490,19432179.0,140.0,12.5,57987486.0,0.132359,2724.0,41,93.0
126,15340,2472,5073,64974.0,251.0,10.458333333333334,72199835.0,0.032286,10678.0,17,-24.0
127,6182,2035,4941,4600000.0,43.0,18.0,8857000.0,0.0,10540.0,2,-14.0
128,11739,3435,1019,48596154.0,133.0,26.6,2670846215.0,0.307984,3849.0,6,0.0
129,18002,1940,5043,156370902.0,587.0,21.74074074074074,1646376203.0,0.077677,10730.0,3,-14.0
130,5570,2908,4824,16988144.0,231.0,25.666666666666668,38486592.0,0.0,10524.0,2,364.0
131,15639,157,4437,1596000.0,482.0,11.476190476190476,295706962.0,0.026148,7418.0,14,-55.0
132,1313,3456,5392,1799280.0,218.0,27.25,19083560.0,0.037739,6649.0,34,5.0
133,6447,1979,4603,2153900.0,592.0,21.925925925925927,207317193.0,0.0,9113.0,3,22.0
134,17062,3097,4904,1154300.0,27.0,8.0,2826250.0,0.0,10728.0,3,-1.0
135,14938,2303,995,5298832.0,176.0,17.2,77740083.0,0.186771,3955.0,212,25.0
136,13330,2287,4773,903210.0,877.0,9.626373626373626,181601854.0,0.039338,10652.0,8,-25.0
137,4267,3610,4894,1920660.0,337.0,9.108108108108109,61751540.0,0.043442,10499.0,26,4.0
138,11639,2408,894,91045793.0,678.0,18.135135135135137,7876031976.0,0.046791,4151.0,11,21.0
139,11001,3010,4856,1556804.0,365.0,32.36363636363637,299338643.0,0.146512,10623.0,14,-7.0
140,18417,1472,4357,7177133.0,1439.0,56.84,387442526.0,0.014337,8009.0,259,-5.0
141,11949,3707,4773,1309000.0,460.0,3.865546218487395,879999254.0,0.145634,10629.0,44,365.0
142,13051,186,4693,3000000.0,809.0,18.857142857142858,86376000.0,0.034953,12114.0,1,0.0
143,13807,4125,4119,5991650.0,191.0,17.09090909090909,103994818.0,0.100858,365.0,21,311.0
144,5972,3110,1606,5964280.0,4.0,1.0,16964779.0,0.093895,2588.0,27,452.0
145,12994,3212,1594,82110.0,17.0,1.8888888888888888,31973365.0,0.219176,5934.0,85,-3.0
146,16793,3686,4651,606900.0,287.0,4.783333333333333,52599122.0,0.066004,9607.0,36,0.0
147,14530,737,2010,26922560.0,300.0,33.333333333333336,1003926568.0,0.143515,2134.0,7,1.0
148,5277,1978,4891,911243.0,894.0,30.79310344827586,44553900.0,0.068638,10518.0,27,14.0
149,4836,2341,2778,51140324.0,229.0,30.142857142857142,1591684566.0,0.055453,1272.0,201,16.0
150,12673,724,4856,7057127.0,272.0,26.6,128609495.0,0.084043,10643.0,8,-5.0
151,2800,1884,3351,4284000.0,28.0,23.0,19992000.0,0.105333,795.0,157,10.0
152,2108,2622,1925,739883.0,314.0,7.585365853658536,49653421.0,0.131186,5576.0,15,511.0
153,10026,1405,4856,9996000.0,783.0,11.514705882352942,1009002754.0,0.015064,10596.0,58,-7.0
154,13954,1775,613,26775000.0,427.0,20.333333333333332,439634311.0,0.032079,5204.0,10,0.0
155,11033,4511,4782,535828.0,19.0,2.5,4989545619.0,0.0,10615.0,1,0.0
156,7836,2265,613,14958558.0,384.0,12.8,547704468.0,0.083807,5108.0,6,14.0
157,17174,2905,5392,18445000.0,588.0,44.0,102459000.0,0.042242,6942.0,4,0.0
158,6518,2074,4971,6188000.0,294.0,40.714285714285715,238525864.0,0.26343,10548.0,33,63.0
159,18312,3025,917,2087784.0,107.0,26.5,2087784.0,0.008869,4221.0,47,-11.0
160,377,602,1255,2426472.0,168.0,28.0,26381920.0,0.030795,5915.0,3,35.0
161,14740,4339,5045,3664867.0,11.0,11.0,8855582.0,0.001374,10667.0,2,37.0
162,15014,3386,702,5339133.0,292.0,48.666666666666664,59955569.0,0.23262,4906.0,11,-21.0
163,8958,3000,1531,5224100.0,310.0,44.0,278013750.0,0.523507,5903.0,41,4.0
164,5934,3231,4909,749700.0,144.0,46.333333333333336,4748100.0,0.0,10533.0,2,189.0
165,18677,821,4577,36858547.0,1002.0,15.640625,658625800.0,0.307006,9936.0,8,-7.0
166,15528,2987,853,3895927.0,657.0,46.92857142857143,92892876.0,0.001846,4316.0,28,25.0
167,13374,3311,736,2832200.0,3.0,80.0,2832200.0,0.0,4731.0,1,24.0
168,16389,2413,4715,368900.0,81.0,13.333333333333334,1862350.0,0.033403,10693.0,10,0.0
169,6451,1696,4693,297500.0,647.0,8.460526315789474,1214647702.0,0.092119,11995.0,52,-4.0
170,13616,4405,541,9662800.0,1.0,80.0,9662800.0,0.0,10652.0,2,-29.0
171,10482,3707,4773,328440.0,435.0,3.849557522123894,818294100.0,0.152783,10604.0,43,-7.0
172,11375,3042,577,9329600.0,358.0,32.54545454545455,9329600.0,0.0,10619.0,6,6.0
173,13363,4899,4715,2522800.0,3.0,80.0,2522800.0,0.00442,10650.0,10,0.0
174,8299,2273,4856,13666767.0,357.0,16.227272727272727,354340174.0,0.011751,10567.0,8,-1.0
175,11017,3773,4888,166600.0,313.0,10.793103448275861,28226800.0,0.145115,10615.0,18,-21.0
176,1909,2238,2200,29928500.0,551.0,15.742857142857142,800367004.0,0.025428,5422.0,3,-1.0
177,6703,3264,1992,9263317.0,189.0,9.4,57091301.0,0.108653,2039.0,8,90.0
178,13671,3102,4715,1571597.0,516.0,19.807692307692307,23896116.0,0.120418,10658.0,78,-5.0
179,15399,1032,4810,1785000.0,460.0,46.0,28885298.0,0.024218,10678.0,13,-6.0
180,7323,3691,4878,209428.0,237.0,15.666666666666666,133624316.0,0.070916,10554.0,9,4.0
181,12951,3707,4773,4486300.0,474.0,3.8852459016393444,931170503.0,0.142278,10643.0,44,1.0
182,19257,3560,5015,1494926.0,620.0,3.163265306122449,1288131971.0,0.028309,2763.0,1,2.0
183,4670,3716,343,332367.0,14.0,80.0,1342320.0,0.096993,10519.0,104,-6.0
184,7610,3606,1568,17268191.0,229.0,31.142857142857142,69881265.0,0.181688,2632.0,6,95.0
185,675,3733,1255,193375.0,391.0,13.928571428571429,123582927.0,0.007453,5930.0,5,1.0
186,9732,4595,4974,3046400.0,284.0,280.0,151564791.0,0.116959,10594.0,7,88.0
187,17268,4405,541,11596550.0,63.0,31.5,46558751.0,0.030694,10714.0,6,-14.0
188,5275,4430,4876,9288000.0,66.0,10.833333333333334,223342000.0,0.038854,10527.0,17,0.0
189,11648,1712,4557,3629500.0,855.0,7.362068965517241,320383700.0,0.128672,10181.0,2,-7.0
190,2480,1974,1255,924630.0,272.0,18.357142857142858,15218743.0,0.057662,5979.0,40,28.0
191,1903,1385,4693,24752000.0,548.0,10.51923076923077,2330056213.0,0.071865,11902.0,5,0.0
192,15309,4879,5392,1485120.0,180.0,31.0,56522730.0,0.016984,6891.0,4,18.0
193,995,2206,4760,297476.0,629.0,5.1652892561983474,259783402.0,0.130927,10433.0,9,37.0
194,6820,2295,4900,743750.0,237.0,8.666666666666666,60027765.0,0.071769,10545.0,5,7.0
195,11855,2746,4779,2138906.0,158.0,22.571428571428573,59221441.0,0.0,10625.0,1,-3.0
196,6026,3046,5060,3927000.0,247.0,30.75,23562000.0,0.172042,13454.0,8,0.0
197,10340,2880,5359,3417591.0,618.0,20.566666666666666,66550291.0,0.046163,7418.0,1,-16.0
198,1888,3213,2200,27262127.0,550.0,11.458333333333334,1313031937.0,0.035383,5422.0,7,-2.0
199,14301,2408,4603,48115568.0,740.0,8.903614457831326,9535082744.0,0.043532,9241.0,13,-3.0
200,2737,2183,3323,2619292.0,389.0,6.483333333333333,233425222.0,0.022482,801.0,22,-14.0
201,15698,2630,4904,8656154.0,913.0,26.823529411764707,66848766.0,0.082542,10682.0,3,0.0
202,5444,2758,4692,1143352.0,206.0,34.166666666666664,12569078.0,0.091817,10520.0,19,-4.0
203,19905,4574,4736,98681547.0,126.0,126.0,177636566.0,0.996364,10772.0,62,-20.0
204,9943,3222,4904,692980.0,490.0,12.075,49617469.0,0.012472,10624.0,3,-5.0
205,8873,3493,4551,93027020.0,324.0,18.0,3196251513.0,0.8882,10342.0,7,-7.0
206,19432,4212,3044,6327762.0,254.0,63.25,63982188.0,0.074133,5383.0,15,63.0
207,13214,3440,699,11255139.0,183.0,19.666666666666668,46405002.0,0.0,4892.0,1,28.0
208,18734,3521,2687,3256811.0,515.0,32.125,27488835.0,0.0,5498.0,2,-15.0
209,4461,3222,4904,1853651.0,370.0,12.266666666666667,39796725.0,0.014097,10504.0,3,3.0
210,416,4407,4876,6482000.0,337.0,9.36111111111111,1021675153.0,0.029825,10414.0,2,0.0
211,9438,2485,4904,501704.0,319.0,10.466666666666667,22332976.0,0.019586,10594.0,1,-5.0
212,10589,2613,4299,672350.0,67.0,65.0,15062889.0,0.022228,365.0,19,28.0
213,12122,1775,4677,3197530.0,396.0,20.842105263157894,412859311.0,0.033371,10630.0,10,26.0
214,5548,3310,2673,4784293.0,225.0,22.5,57886359.0,0.036416,1369.0,8,45.0
215,1445,3457,4904,1960644.0,554.0,6.021739130434782,580258417.0,0.044513,10451.0,27,5.0
216,17902,3993,4904,1005074.0,461.0,8.214285714285714,420276603.0,0.016935,10744.0,8,-7.0
217,1925,599,5043,15531245.0,477.0,18.307692307692307,362777331.0,0.081747,10449.0,2,15.0
218,4092,1124,3323,316094.0,350.0,6.232142857142857,154622795.0,0.054485,830.0,55,0.0
219,8450,2571,3544,2546087.0,249.0,49.6,5035841.0,0.883462,729.0,3,60.0
220,4908,3546,1286,25596305.0,258.0,1.75,51014705.0,0.381915,3121.0,180,4.0
221,14181,3633,2971,103124984.0,226.0,112.5,161659894.0,0.021617,1256.0,19,55.0
222,7877,924,613,8972600.0,568.0,49.81818181818182,525074248.0,0.080506,5129.0,30,0.0
223,141,1498,2040,74204668.0,243.0,22.09090909090909,520013199.0,0.124596,1806.0,26,-8.0
224,1007,3231,4909,1999200.0,40.0,40.0,1999200.0,0.0,10429.0,1,-3.0
225,15959,3896,5234,39320421.0,481.0,20.0,211455046.0,0.036104,9428.0,5,52.0
226,4226,1040,5297,9137415.0,178.0,10.411764705882353,9137415.0,0.000299,8122.0,4,0.0
227,10919,3949,4829,1190000.0,346.0,28.833333333333332,18968600.0,0.145969,10612.0,2,-6.0
228,14075,2585,4669,1368500.0,210.0,20.9,6478360.0,0.013741,10659.0,23,35.0
229,1847,3496,4829,428876.0,318.0,10.96551724137931,45531543.0,0.078379,10458.0,373,-13.0
230,200,1202,1255,2667696.0,65.0,20.0,11795997.0,0.285031,5923.0,2,22.0
231,16322,1009,740,1606500.0,273.0,15.941176470588236,9996000.0,0.016283,4745.0,11,214.0
232,14180,4958,5339,1416100.0,365.0,30.333333333333332,12199880.0,0.030868,7751.0,4,18.0
233,1227,221,4760,40303529.0,630.0,13.382978723404255,680542951.0,0.11124,10435.0,5,0.0
234,7484,720,4904,428400.0,67.0,31.0,4624559.0,0.008371,10559.0,54,-5.0
235,14222,3347,5179,12062691.0,112.0,13.875,47877712.0,0.193001,10331.0,8,23.0
236,9169,100,613,2231037.0,798.0,25.096774193548388,24115026.0,0.157121,5148.0,52,0.0
237,3859,3212,884,1436497.0,55.0,6.25,9097813.0,0.26648,4043.0,50,11.0
238,11782,3814,5110,1428000.0,277.0,30.666666666666668,12852000.0,0.043969,10625.0,4,312.0
239,16139,2182,4715,1735000.0,893.0,28.419354838709676,31092753.0,0.028119,10699.0,23,-5.0
240,5431,2729,5015,1621375.0,496.0,13.026315789473685,62269729.0,0.042246,2528.0,3,2.0
241,4927,3118,4760,5012875.0,736.0,36.75,46599717.0,0.042269,10512.0,6,0.0
242,16101,256,4904,4933740.0,41.0,11.333333333333334,12748232.0,0.259433,10692.0,1,0.0
243,981,2922,613,21238965.0,251.0,50.2,468740402.0,0.069222,4976.0,19,50.0
244,12302,3197,5345,416500.0,311.0,34.111111111111114,20461693.0,0.017944,7614.0,8,1.0
245,5693,124,357,1725911.0,236.0,47.2,6347074.0,0.157231,10525.0,51,1.0
246,13719,1149,4693,8476370.0,554.0,25.181818181818183,2221168293.0,0.05011,12106.0,25,-2.0
247,15306,5230,431,99031781.0,445.0,4.362745098039215,323073190.0,0.094079,10675.0,1173,-12.0
248,533,3487,1462,870798.0,261.0,6.525,242677928.0,0.009295,2760.0,3,38.0
249,7230,5157,1341,21183953.0,0.0,80.0,1464691503.0,0.0,3082.0,1,3.0
250,16784,4942,5405,1011500.0,148.0,68.5,1011500.0,0.034367,6712.0,71,0.0
251,4706,3190,747,627987.0,371.0,2.021857923497268,194007908.0,0.01511,4528.0,63,7.0
252,4494,2460,5392,1053150.0,409.0,29.214285714285715,51961205.0,0.064247,6716.0,37,4.0
253,13707,185,1584,4974200.0,181.0,25.857142857142858,23966374.0,0.00317,2583.0,7,8.0
254,15641,1742,2407,17382629.0,291.0,22.076923076923077,354967394.0,0.0,1770.0,3,28.0
255,13071,3872,5019,267750.0,299.0,4.397058823529412,36533000.0,0.254456,10644.0,15,-14.0
256,16758,504,2200,352754.0,751.0,15.957446808510639,204829039.0,0.0,5677.0,4,-14.0
257,3768,4576,1528,1952658.0,153.0,29.2,1952658.0,0.053023,2689.0,1626,0.0
258,14493,2925,833,5697720.0,59.0,14.75,50391936.0,0.040286,4355.0,55,6.0
259,8817,2183,3323,708859.0,502.0,5.319148936170213,458058763.0,0.055523,914.0,23,-24.0
260,10687,3893,4693,2793739.0,435.0,27.125,222346100.0,0.001308,12062.0,7,-7.0
261,5641,1719,4900,2253666.0,320.0,8.421052631578947,95947514.0,0.007699,10525.0,5,-23.0
262,4181,1499,613,12408554.0,299.0,8.08108108108108,656255445.0,0.120495,5053.0,60,0.0
263,18887,2781,4876,14327600.0,3.0,80.0,14327600.0,0.030056,10748.0,8,173.0
264,6478,3468,482,1499400.0,1.0,80.0,7608194.0,0.146903,365.0,17,-13.0
265,15549,1994,2687,993687.0,728.0,7.73404255319149,751662432.0,0.131041,5434.0,21,-6.0
266,8280,1405,4584,13021564.0,741.0,32.21739130434783,779357667.0,0.015537,9485.0,59,-1.0
267,3259,2313,5272,3534301.0,707.0,13.823529411764707,184716993.0,0.0,8695.0,5,-3.0
268,6776,2782,4693,1172150.0,777.0,14.054545454545455,104868744.0,0.025843,11999.0,12,-4.0
269,10578,2895,1713,6081250.0,45.0,21.0,23810272.0,0.071063,2012.0,19,29.0
270,15518,3902,1890,44733284.0,231.0,8.846153846153847,644990607.0,0.185677,2333.0,9,13.0
271,14587,4085,727,433233.0,351.0,57.833333333333336,10403562.0,0.0,4797.0,15,-7.0
272,13732,3708,4779,9718710.0,357.0,11.516129032258064,189097486.0,0.01352,10653.0,1,-32.0
273,19266,4432,4374,2417622.0,35.0,8.5,11478272.0,0.010318,365.0,232,-14.0
274,17604,1563,4856,2998800.0,344.0,11.064516129032258,76045152.0,0.077632,10722.0,73,-32.0
275,17389,4172,723,3124702.0,227.0,16.214285714285715,80959180.0,0.065236,4858.0,22,264.0
276,4160,124,560,731136.0,97.0,96.0,1096704.0,0.166648,10498.0,55,-18.0
277,8318,1239,5234,37273775.0,179.0,86.0,70504525.0,0.044872,9316.0,167,51.0
278,16719,1269,5315,10055500.0,379.0,31.5,103776861.0,0.341757,8060.0,4,-5.0
279,2739,2641,4551,5491017.0,334.0,30.272727272727273,92506634.0,0.023147,10235.0,19,0.0
280,3252,829,4760,1368500.0,736.0,8.963414634146341,507023789.0,0.047011,10477.0,4,0.0
