invoiceId,businessId,payerId,montoFactura,relationDays,relationRecurrence,issuerInvoicesAmount,issuerCancelledInvoices,diasActividadPagador,Clients12Months,mora,facturaMorosa,montoFacturaWsz,issuerInvoicesAmountWsz,Clients12MonthsWsz
149,4836,2341,2778,51140324,229.0,30.142857142857142,1591684566,0.055453,1272.0,201,16.0,1,43578160.04999998,1558558119.399998,161.09999999999945
150,12673,724,4856,7057127,272.0,26.6,128609495,0.084043,10643.0,8,-5.0,0,7057127.0,128609495.0,8.0
151,2800,1884,3351,4284000,28.0,23.0,19992000,0.105333,795.0,157,10.0,1,4284000.0,19992000.0,157.0
152,2108,2622,1925,739883,314.0,7.585365853658536,49653421,0.131186,5576.0,15,511.0,1,739883.0,49653421.0,15.0
153,10026,1405,4856,9996000,783.0,11.514705882352942,1009002754,0.015064,10596.0,58,-7.0,0,9996000.0,1009002754.0,58.0
154,13954,1775,613,26775000,427.0,20.33333333333333,439634311,0.032079,5204.0,10,0.0,0,26775000.0,439634311.0,10.0
155,11033,4511,4782,535828,19.0,2.5,4989545619,0.0,10615.0,1,0.0,0,535828.0,1558558119.399998,1.0
156,7836,2265,613,14958558,384.0,12.8,547704468,0.083807,5108.0,6,14.0,1,14958558.0,547704468.0,6.0
157,17174,2905,5392,18445000,588.0,44.0,102459000,0.042242,6942.0,4,0.0,0,18445000.0,102459000.0,4.0
158,6518,2074,4971,6188000,294.0,40.71428571428572,238525864,0.26343,10548.0,33,63.0,1,6188000.0,238525864.0,33.0
159,18312,3025,917,2087784,107.0,26.5,2087784,0.008869,4221.0,47,-11.0,0,2087784.0,2087784.0,47.0
160,377,602,1255,2426472,168.0,28.0,26381920,0.030795,5915.0,3,35.0,1,2426472.0,26381920.0,3.0
161,14740,4339,5045,3664867,11.0,11.0,8855582,0.001374,10667.0,2,37.0,1,3664867.0,8855582.0,2.0
162,15014,3386,702,5339133,292.0,48.66666666666666,59955569,0.23262,4906.0,11,-21.0,0,5339133.0,59955569.0,11.0
163,8958,3000,1531,5224100,310.0,44.0,278013750,0.523507,5903.0,41,4.0,1,5224100.0,278013750.0,41.0
164,5934,3231,4909,749700,144.0,46.333333333333336,4748100,0.0,10533.0,2,189.0,1,749700.0,4748100.0,2.0
165,18677,821,4577,36858547,1002.0,15.640625,658625800,0.307006,9936.0,8,-7.0,0,36858547.0,658625800.0,8.0
166,15528,2987,853,3895927,657.0,46.92857142857143,92892876,0.001846,4316.0,28,25.0,1,3895927.0,92892876.0,28.0
167,13374,3311,736,2832200,3.0,80.0,2832200,0.0,4731.0,1,24.0,1,2832200.0,2832200.0,1.0
168,16389,2413,4715,368900,81.0,13.333333333333334,1862350,0.033403,10693.0,10,0.0,0,368900.0,1862350.0,10.0
169,6451,1696,4693,297500,647.0,8.460526315789474,1214647702,0.092119,11995.0,52,-4.0,0,297500.0,1214647702.0,52.0
170,13616,4405,541,9662800,1.0,80.0,9662800,0.0,10652.0,2,-29.0,0,9662800.0,9662800.0,2.0
171,10482,3707,4773,328440,435.0,3.849557522123894,818294100,0.152783,10604.0,43,-7.0,0,328440.0,818294100.0,43.0
172,11375,3042,577,9329600,358.0,32.54545454545455,9329600,0.0,10619.0,6,6.0,1,9329600.0,9329600.0,6.0
173,13363,4899,4715,2522800,3.0,80.0,2522800,0.00442,10650.0,10,0.0,0,2522800.0,2522800.0,10.0
174,8299,2273,4856,13666767,357.0,16.227272727272727,354340174,0.011751,10567.0,8,-1.0,0,13666767.0,354340174.0,8.0
175,11017,3773,4888,166600,313.0,10.79310344827586,28226800,0.145115,10615.0,18,-21.0,0,166600.0,28226800.0,18.0
176,1909,2238,2200,29928500,551.0,15.742857142857142,800367004,0.025428,5422.0,3,-1.0,0,29928500.0,800367004.0,3.0
177,6703,3264,1992,9263317,189.0,9.4,57091301,0.108653,2039.0,8,90.0,1,9263317.0,57091301.0,8.0
178,13671,3102,4715,1571597,516.0,19.807692307692307,23896116,0.120418,10658.0,78,-5.0,0,1571597.0,23896116.0,78.0
179,15399,1032,4810,1785000,460.0,46.0,28885298,0.024218,10678.0,13,-6.0,0,1785000.0,28885298.0,13.0
180,7323,3691,4878,209428,237.0,15.666666666666666,133624316,0.070916,10554.0,9,4.0,1,209428.0,133624316.0,9.0
181,12951,3707,4773,4486300,474.0,3.885245901639344,931170503,0.142278,10643.0,44,1.0,1,4486300.0,931170503.0,44.0
182,19257,3560,5015,1494926,620.0,3.163265306122449,1288131971,0.028309,2763.0,1,2.0,1,1494926.0,1288131971.0,1.0
183,4670,3716,343,332367,14.0,80.0,1342320,0.096993,10519.0,104,-6.0,0,332367.0,1342320.0,104.0
184,7610,3606,1568,17268191,229.0,31.142857142857142,69881265,0.181688,2632.0,6,95.0,1,17268191.0,69881265.0,6.0
185,675,3733,1255,193375,391.0,13.928571428571429,123582927,0.007453,5930.0,5,1.0,1,193375.0,123582927.0,5.0
186,9732,4595,4974,3046400,284.0,280.0,151564791,0.116959,10594.0,7,88.0,1,3046400.0,151564791.0,7.0
187,17268,4405,541,11596550,63.0,31.5,46558751,0.030694,10714.0,6,-14.0,0,11596550.0,46558751.0,6.0
188,5275,4430,4876,9288000,66.0,10.833333333333334,223342000,0.038854,10527.0,17,0.0,0,9288000.0,223342000.0,17.0
189,11648,1712,4557,3629500,855.0,7.362068965517241,320383700,0.128672,10181.0,2,-7.0,0,3629500.0,320383700.0,2.0
190,2480,1974,1255,924630,272.0,18.357142857142858,15218743,0.057662,5979.0,40,28.0,1,924630.0,15218743.0,40.0
191,1903,1385,4693,24752000,548.0,10.51923076923077,2330056213,0.071865,11902.0,5,0.0,0,24752000.0,1558558119.399998,5.0
192,15309,4879,5392,1485120,180.0,31.0,56522730,0.016984,6891.0,4,18.0,1,1485120.0,56522730.0,4.0
193,995,2206,4760,297476,629.0,5.1652892561983474,259783402,0.130927,10433.0,9,37.0,1,297476.0,259783402.0,9.0
194,6820,2295,4900,743750,237.0,8.666666666666666,60027765,0.071769,10545.0,5,7.0,1,743750.0,60027765.0,5.0
195,11855,2746,4779,2138906,158.0,22.571428571428573,59221441,0.0,10625.0,1,-3.0,0,2138906.0,59221441.0,1.0
196,6026,3046,5060,3927000,247.0,30.75,23562000,0.172042,13454.0,8,0.0,0,3927000.0,23562000.0,8.0
197,10340,2880,5359,3417591,618.0,20.566666666666663,66550291,0.046163,7418.0,1,-16.0,0,3417591.0,66550291.0,1.0
198,1888,3213,2200,27262127,550.0,11.458333333333334,1313031937,0.035383,5422.0,7,-2.0,0,27262127.0,1313031937.0,7.0
199,14301,2408,4603,48115568,740.0,8.903614457831326,9535082744,0.043532,9241.0,13,-3.0,0,43578160.04999998,1558558119.399998,13.0
200,2737,2183,3323,2619292,389.0,6.483333333333333,233425222,0.022482,801.0,22,-14.0,0,2619292.0,233425222.0,22.0
201,15698,2630,4904,8656154,913.0,26.823529411764707,66848766,0.082542,10682.0,3,0.0,0,8656154.0,66848766.0,3.0
202,5444,2758,4692,1143352,206.0,34.166666666666664,12569078,0.091817,10520.0,19,-4.0,0,1143352.0,12569078.0,19.0
203,19905,4574,4736,98681547,126.0,126.0,177636566,0.996364,10772.0,62,-20.0,0,43578160.04999998,177636566.0,62.0
204,9943,3222,4904,692980,490.0,12.075,49617469,0.012472,10624.0,3,-5.0,0,692980.0,49617469.0,3.0
205,8873,3493,4551,93027020,324.0,18.0,3196251513,0.8882,10342.0,7,-7.0,0,43578160.04999998,1558558119.399998,7.0
206,19432,4212,3044,6327762,254.0,63.25,63982188,0.074133,5383.0,15,63.0,1,6327762.0,63982188.0,15.0
207,13214,3440,699,11255139,183.0,19.666666666666668,46405002,0.0,4892.0,1,28.0,1,11255139.0,46405002.0,1.0
208,18734,3521,2687,3256811,515.0,32.125,27488835,0.0,5498.0,2,-15.0,0,3256811.0,27488835.0,2.0
209,4461,3222,4904,1853651,370.0,12.266666666666667,39796725,0.014097,10504.0,3,3.0,1,1853651.0,39796725.0,3.0
210,416,4407,4876,6482000,337.0,9.36111111111111,1021675153,0.029825,10414.0,2,0.0,0,6482000.0,1021675153.0,2.0
211,9438,2485,4904,501704,319.0,10.466666666666669,22332976,0.019586,10594.0,1,-5.0,0,501704.0,22332976.0,1.0
212,10589,2613,4299,672350,67.0,65.0,15062889,0.022228,365.0,19,28.0,1,672350.0,15062889.0,19.0
213,12122,1775,4677,3197530,396.0,20.84210526315789,412859311,0.033371,10630.0,10,26.0,1,3197530.0,412859311.0,10.0
214,5548,3310,2673,4784293,225.0,22.5,57886359,0.036416,1369.0,8,45.0,1,4784293.0,57886359.0,8.0
215,1445,3457,4904,1960644,554.0,6.021739130434782,580258417,0.044513,10451.0,27,5.0,1,1960644.0,580258417.0,27.0
