invoiceId,businessId,payerId,relationDays,relationRecurrence,issuerCancelledInvoices,diasActividadPagador,facturaMorosa,montoFacturaWsz,issuerInvoicesAmountWsz,Clients12MonthsWsz,payerRatioMorosidad,payerAmountFacturas,payerAvgAmountFacturas,payerAvgDiasMora,payerDesvAmount,businessRatioMororsidad,businessAvgDiasMora
62,16548,75,2909,317.0,34.666666666666664,0.082574,5337.0,1,2777114.0,19733192.0,2.0,0.0,0.0,0,0.0,2777114.0,0.0,0.0
63,18478,75,2909,366.0,36.3,0.074189,5386.0,0,2777114.0,28943497.0,2.0,1.0,2777114.0,2777114,37.0,0.0,1.0,37.0
64,6971,77,5015,343.0,57.0,0.090824,2555.0,1,1761200.0,25799200.0,8.0,0.2666666666666666,124066355.0,4135545,-0.2333333333333333,-2374345.0,0.0,0.0
65,12269,80,613,427.0,20.285714285714285,0.018509,5179.0,0,2900000.0,29107826.0,4.0,0.425531914893617,780146713.3,16598866,11.106382978723405,-13698866.0,0.0,0.0
66,17652,86,4760,1006.0,27.944444444444443,0.002555,10722.0,1,9874620.0,87858750.0,2.0,0.1451612903225806,442116184.1,7130906,1.8548387096774197,2743714.0,0.0,0.0
67,15873,87,4760,1003.0,17.803571428571427,0.015294,10688.0,0,1850450.0,43405250.0,1.0,0.1071428571428571,408554329.1,7295613,1.9464285714285716,-5445163.0,0.0,0.0
68,16749,87,4760,1022.0,17.517241379310345,0.014511,10707.0,1,3141600.0,50104950.0,1.0,0.1166666666666666,438210891.1,7303514,1.85,-4161914.0,0.0,0.0
69,18024,87,4760,1049.0,17.416666666666668,0.013805,10734.0,0,3141600.0,56804650.0,1.0,0.1666666666666666,454113821.1,6880512,1.7878787878787878,-3738912.0,0.5,1.0
70,4314,90,4773,454.0,11.275,0.015182,10503.0,1,1449998.0,21075998.0,7.0,0.375,35728218.0,2233013,-0.6875,-783015.0,0.0,0.0
71,9758,90,4773,545.0,12.604651162790695,0.011861,10594.0,0,1450000.0,25525998.0,6.0,0.2857142857142857,95745574.0,3419484,-2.642857142857143,-1969484.0,1.0,1.0
72,7492,93,364,138.0,33.25,0.697454,10559.0,0,43578160.04999998,194455321.0,4.0,0.0,24719010.0,12359505,-7.5,31218655.049999986,0.0,0.0
73,927,98,4715,318.0,7.204545454545454,0.05922,10429.0,0,2395000.0,189400200.0,23.0,0.0,13031453.0,3257863,-6.5,-862863.0,0.0,0.0
74,3958,100,613,694.0,24.607142857142858,0.172877,5044.0,0,1679898.0,13752472.0,51.0,0.2307692307692307,301057087.1999999,23158237,11.153846153846152,-21478339.0,0.0,0.0
75,7620,100,613,756.0,25.1,0.163309,5106.0,1,2085413.0,21883989.0,55.0,0.1666666666666666,403023691.1999999,16792653,6.708333333333333,-14707240.0,0.0,0.0
76,9169,100,613,798.0,25.096774193548388,0.157121,5148.0,0,2231037.0,24115026.0,52.0,0.3513513513513513,582798321.2499999,15751305,8.594594594594595,-13520268.0,0.5,7.0
77,11118,104,4594,642.0,24.692307692307693,0.05103,9386.0,0,3128937.0,68538565.0,14.0,0.0,0.0,0,0.0,3128937.0,0.0,0.0
78,6821,108,2256,25.0,22.0,0.0,1724.0,1,28598318.0,31289320.0,16.0,0.0,0.0,0,0.0,28598318.0,0.0,0.0
79,8406,108,2256,53.0,26.0,0.0,1752.0,0,214200.0,44323532.0,16.0,1.0,28598318.0,28598318,4.0,-28384118.0,1.0,4.0
80,10466,108,5339,211.0,26.25,0.0,7695.0,1,9769187.0,64943465.0,17.0,0.4782608695652174,82701964.0,3595737,0.782608695652174,6173450.0,0.5,1.5
81,15185,108,2256,157.0,31.2,0.0,1856.0,0,1681823.0,89155438.0,18.0,0.5,28812518.0,14406259,1.5,-12724436.0,0.6666666666666666,9.666666666666666
82,14871,109,4636,208.0,12.8,0.003744,10681.0,1,357000.0,1426999.0,76.0,0.0,0.0,0,0.0,357000.0,0.0,0.0
83,13383,110,1462,608.0,30.4,0.027592,2994.0,1,8523970.0,68723393.0,2.0,0.7058823529411765,72463049.0,4262532,68.23529411764706,4261438.0,0.0,0.0
84,14774,111,5298,9.0,8.0,0.075274,8443.0,0,1636250.0,473872994.0,161.09999999999943,0.0,0.0,0,0.0,1636250.0,0.0,0.0
85,15235,111,4787,16.0,2.5,0.074334,10682.0,0,1547000.0,558687388.0,161.09999999999943,0.0,0.0,0,0.0,1547000.0,0.0,-7.0
86,3316,113,949,5.0,80.0,0.0,3967.0,0,4700500.0,4700500.0,2.0,0.0,1432422.0,716211,-2.5,3984289.0,0.0,0.0
87,365,116,4760,735.0,13.61111111111111,0.091384,10413.0,0,2158065.0,143860569.0,21.0,0.0,1621356.0,810678,0.0,1347387.0,0.0,0.0
88,5124,116,4760,836.0,13.253968253968257,0.085746,10514.0,0,3593800.0,185470287.0,21.0,0.074074074074074,208080351.05,7706679,2.740740740740741,-4112879.0,0.0,0.0
89,10396,116,4760,926.0,12.86111111111111,0.091254,10604.0,0,3162324.0,216515609.0,22.0,0.048780487804878,378982544.1,9243476,1.7317073170731707,-6081152.0,0.0,0.0
90,13139,116,4760,967.0,12.893333333333333,0.088495,10645.0,0,420070.0,223199958.0,22.0,0.0652173913043478,389788603.1,8473665,1.5869565217391304,-8053595.0,0.0,0.0
91,3760,117,4900,96.0,22.75,0.057453,10489.0,0,4680389.0,11247523.0,2.0,0.125,108488864.0,13561108,-11.875,-8880719.0,0.0,0.0
92,6300,121,4693,724.0,65.81818181818181,0.109625,11988.0,0,2919022.0,210489166.0,11.0,0.1818181818181818,193679569.0,8803616,-7.5,-5884594.0,0.0,0.0
93,8510,121,939,253.0,15.5625,0.106978,4012.0,0,10222100.0,236904310.0,12.0,0.0,3122203.0,3122203,-26.0,7099897.0,0.0,-7.0
94,10456,121,4693,794.0,66.0,0.102926,12058.0,0,1749300.0,254058160.0,11.0,0.1578947368421052,313919565.0,8261041,-4.131578947368421,-6511741.0,0.0,-14.5
95,18583,121,939,422.0,19.181818181818183,0.089935,4181.0,0,892500.0,286089682.0,10.0,0.25,18547578.0,4636894,-13.75,-3744394.0,0.0,-12.0
96,18782,121,939,424.0,18.43478260869565,0.089748,4183.0,0,8344280.0,294433962.0,10.0,0.2,19440078.0,3888015,-17.4,4456265.0,0.0,-17.0
97,8651,122,295,249.0,8.551724137931034,0.0,3150.0,1,264727.0,12215710.0,5.0,0.0,0.0,0,0.0,264727.0,0.0,0.0
98,10884,122,295,283.0,8.71875,0.0,3184.0,1,107671.0,18071902.0,5.0,1.0,264727.0,264727,28.0,-157056.0,1.0,28.0
99,4160,124,560,97.0,96.0,0.166648,10498.0,0,731136.0,1096704.0,55.0,0.0,0.0,0,0.0,731136.0,0.0,0.0
100,5693,124,357,236.0,47.2,0.157231,10525.0,1,1725911.0,6347074.0,51.0,1.0,3332000.0,3332000,15.0,-1606089.0,0.0,-18.0
101,6981,124,518,420.0,83.8,0.171236,10547.0,1,5899734.0,15546805.0,50.0,0.0,0.0,0,0.0,5899734.0,0.6666666666666666,9.333333333333334
102,8753,124,446,93.0,18.4,0.220505,8213.0,1,579996.0,40292002.0,50.0,0.0,0.0,0,0.0,579996.0,0.75,10.0
103,1250,125,1255,154.0,29.2,0.0,5937.0,0,428400.0,13869871.0,10.0,0.9375,31266738.0,1954171,51.0,-1525771.0,0.0,0.0
104,5500,125,1255,259.0,17.133333333333333,0.0,6042.0,0,2288632.0,42220671.0,11.0,0.775,97613026.0,2440325,39.1,-151693.0,0.0,-31.0
105,8502,127,379,372.0,16.90909090909091,0.267954,9475.0,0,4913867.0,125257334.0,4.0,0.0,0.0,0,0.0,4913867.0,0.0,0.0
106,10265,127,379,403.0,17.52173913043478,0.243308,9506.0,1,4913867.0,182395616.0,4.0,0.0,4913867.0,4913867,-7.0,0.0,0.0,-7.0
107,13888,127,379,459.0,18.36,0.202698,9562.0,0,4913867.0,306857096.0,4.0,0.5,9827734.0,4913867,-0.5,0.0,0.5,-0.5
108,15108,127,378,149.0,18.625,0.199054,10673.0,1,27581380.0,334438476.0,4.0,0.0,0.0,0,0.0,27581380.0,0.3333333333333333,-3.333333333333333
109,16351,127,379,494.0,19.0,0.192077,9597.0,0,4913867.0,339352343.0,4.0,0.3333333333333333,14741601.0,4913867,-3.333333333333333,0.0,0.5,-0.75
110,17743,127,379,526.0,19.444444444444443,0.181404,9629.0,0,4913867.0,371847590.0,4.0,0.25,19655468.0,4913867,-4.75,0.0,0.4,-2.4
111,11849,129,5292,642.0,42.6,0.016154,8508.0,1,987700.0,8435910.0,23.0,0.0,0.0,0,0.0,987700.0,0.0,0.0
112,12851,129,5337,95.0,22.5,0.015541,7749.0,1,3751449.0,12187359.0,24.0,0.0,0.0,0,0.0,3751449.0,1.0,31.0
113,17016,130,1462,424.0,30.285714285714285,0.0,3053.0,1,18882920.0,140321825.0,2.0,0.75,86596679.0,4329833,99.4,14553087.0,0.0,0.0
114,5543,133,4735,736.0,9.945945945945946,0.02639,10521.0,0,3461591.0,485124511.0,19.0,0.3333333333333333,10420197.0,1736699,-0.6666666666666666,1724892.0,0.0,0.0
115,8669,133,4735,789.0,9.8625,0.024077,10574.0,0,8925000.0,515689305.0,19.0,0.25,14782328.0,1847791,-4.125,7077209.0,0.0,-15.0
116,13474,133,4735,866.0,9.730337078651685,0.02285,10651.0,0,7116200.0,560689524.0,15.0,0.1818181818181818,35818767.0,3256251,-6.181818181818182,3859949.0,0.0,-17.5
117,3155,135,4715,492.0,30.5,0.094166,10479.0,0,2178000.0,31468000.0,16.0,0.0833333333333333,24922936.0,2076911,-10.75,101089.0,0.0,0.0
118,11482,135,4715,638.0,30.23809523809524,0.086998,10625.0,0,2271000.0,41955000.0,12.0,0.1714285714285714,227838273.05,6509664,-6.314285714285714,-4238664.0,0.0,-33.0
119,4861,136,5339,95.0,28.666666666666668,0.0,7608.0,1,2110565.0,6201785.0,2.0,0.7,43115221.0,4311522,5.5,-2200957.0,0.0,0.0
120,3945,137,4566,157.0,148.0,0.0,9828.0,1,5276980.0,5276980.0,7.0,0.0,0.0,0,0.0,5276980.0,0.0,0.0
121,2656,139,4904,661.0,21.933333333333334,0.022195,10468.0,1,163516.0,10498114.0,1.0,0.1935483870967742,74856381.0,2414721,-1.2580645161290325,-2251205.0,0.0,0.0
122,2661,139,4904,661.0,21.933333333333334,0.022195,10468.0,1,1598135.0,12096249.0,1.0,0.1666666666666666,73258246.0,2441941,-1.3333333333333333,-843806.0,1.0,1.0
123,5920,139,4904,726.0,23.258064516129032,0.020551,10533.0,1,464524.0,18252689.0,1.0,0.3285714285714285,334653909.1,4780770,-2.1714285714285717,-4316246.0,1.0,1.0
124,8154,139,4904,763.0,22.44117647058824,0.025124,10570.0,0,315131.0,19836218.0,1.0,0.2696629213483146,407302908.1,4576437,-2.662921348314607,-4261306.0,1.0,1.0
125,14174,139,4904,858.0,22.42105263157895,0.022295,10665.0,0,768257.0,35438755.0,1.0,0.1986301369863013,627341829.0999999,4296861,-2.2260273972602738,-3528604.0,0.75,-1.0
126,100,140,1462,366.0,30.416666666666668,0.07987,2752.0,1,2134860.0,15564010.0,2.0,0.0,0.0,0,0.0,2134860.0,0.0,0.0
127,3558,141,4692,112.0,22.2,0.007682,10484.0,1,3511690.0,11003400.0,5.0,0.0,1940057.0,646685,-1.6666666666666667,2865005.0,0.0,0.0
128,3129,146,4704,309.0,10.285714285714286,0.040017,10581.0,1,130900.0,6477408.0,23.0,0.0,0.0,0,0.0,130900.0,0.0,0.0
129,17972,146,4876,483.0,13.771428571428572,0.028608,10743.0,0,1618400.0,20203344.0,23.0,0.1818181818181818,87598765.0,7963524,16.09090909090909,-6345124.0,1.0,59.0
130,15315,155,5410,252.0,8.892857142857142,0.034177,6632.0,0,2570400.0,38185553.0,143.0,0.0,0.0,0,0.0,2570400.0,0.0,0.0
131,18388,155,5410,315.0,8.971428571428572,0.028965,6695.0,1,297500.0,44583469.0,141.0,0.0,2570400.0,2570400,-23.0,-2272900.0,0.0,-23.0
132,19761,155,5410,340.0,9.444444444444445,0.037073,6720.0,0,391272.0,56393981.0,135.0,0.5,2867900.0,1433950,-8.5,-1042678.0,0.5,-8.5
133,4193,157,4437,300.0,12.5,0.016601,7236.0,1,3600000.0,108216939.0,11.0,0.0,0.0,0,0.0,3600000.0,0.0,0.0
134,7753,157,4829,362.0,25.416666666666668,0.031968,10560.0,0,43578160.04999998,221450175.0,11.0,0.0588235294117647,118577923.0,6975171,-15.294117647058824,36602989.04999998,1.0,16.0
135,8986,157,4437,382.0,12.32258064516129,0.031704,7318.0,1,3600000.0,225050175.0,13.0,1.0,3600000.0,3600000,16.0,0.0,0.5,-2.0
136,10668,157,4437,411.0,12.058823529411764,0.028954,7347.0,0,3650000.0,255738093.0,13.0,1.0,7200000.0,3600000,18.0,50000.0,0.6666666666666666,5.333333333333333
137,11437,157,4437,424.0,11.75,0.028558,7360.0,1,2485800.0,261421093.0,13.0,0.6666666666666666,10850000.0,3616666,8.666666666666666,-1130866.0,0.5,1.5
138,15639,157,4437,482.0,11.476190476190476,0.026148,7418.0,0,1596000.0,295706962.0,14.0,0.75,13335800.0,3333950,12.25,-1737950.0,0.6,5.8
139,700,159,1255,337.0,33.7,0.107399,5923.0,1,762437.0,8243700.0,3.0,1.0,15151055.0,2164436,59.42857142857143,-1401999.0,0.0,0.0
140,18975,163,4799,1002.0,27.83333333333333,0.052014,10749.0,1,189924.0,44803024.0,17.0,0.0,0.0,0,0.0,189924.0,0.0,0.0
141,605,164,4692,610.0,8.577464788732394,0.065278,10420.0,0,438277.0,19395028.0,20.0,0.0,930580.0,930580,0.0,-492303.0,0.0,0.0
142,947,164,4715,620.0,14.761904761904765,0.063663,10430.0,0,274176.0,20893714.0,21.0,0.0,15426453.0,3085290,-5.2,-2811114.0,0.0,0.0
143,9056,164,4692,792.0,9.728395061728396,0.056911,10602.0,0,58310.0,33732911.0,19.0,0.0909090909090909,15643570.0,1422142,-4.454545454545454,-1363832.0,0.0,-2.5
144,11867,164,699,759.0,41.94444444444444,0.054415,4869.0,1,648431.0,36363037.0,18.0,0.0,0.0,0,0.0,648431.0,0.0,-8.0
145,13941,164,4715,851.0,12.833333333333334,0.053506,10661.0,0,49980.0,37325414.0,18.0,0.1428571428571428,238056033.05,5668000,-5.833333333333333,-5618020.0,0.25,11.5
146,16214,164,4715,882.0,13.1044776119403,0.052692,10692.0,0,418880.0,37815694.0,19.0,0.1224489795918367,284744165.04999995,5811105,-5.183673469387755,-5392225.0,0.2,9.2
147,17862,164,4715,926.0,13.304347826086955,0.061204,10736.0,0,305830.0,39026047.0,21.0,0.1296296296296296,300327746.04999995,5561624,-4.907407407407407,-5255794.0,0.1666666666666666,7.666666666666667
148,4976,165,548,149.0,10.538461538461538,0.033471,10512.0,0,1717356.0,3901300.0,9.0,0.0,0.0,0,0.0,1717356.0,0.0,0.0
149,12043,165,548,266.0,15.647058823529411,0.033164,10629.0,0,2592594.0,7599071.0,14.0,0.0,1717356.0,1717356,-5.0,875238.0,0.0,-5.0
150,5312,166,4760,842.0,10.382716049382717,0.060251,10519.0,0,2856000.0,79355150.0,6.0,0.0714285714285714,211674151.05,7559791,2.642857142857143,-4703791.0,0.0,0.0
151,10051,166,4760,920.0,10.10989010989011,0.053234,10597.0,0,5890500.0,103173000.0,6.0,0.0512820512820512,372322852.1,9546739,1.8205128205128205,-3656239.0,0.0,0.0
152,10806,166,4760,934.0,10.141304347826088,0.052891,10611.0,0,1362550.0,104535550.0,6.0,0.0476190476190476,382144868.1,9098687,1.6904761904761905,-7736137.0,0.0,0.0
153,16851,166,4760,1029.0,10.489795918367347,0.046935,10706.0,1,1249500.0,126491050.0,5.0,0.1016949152542373,436961391.1,7406125,1.847457627118644,-6156625.0,0.0,0.0
154,6286,169,3110,2.0,80.0,0.198155,1030.0,1,4194750.0,4194750.0,17.0,0.0,0.0,0,0.0,4194750.0,0.0,0.0
155,5419,170,1249,106.0,17.166666666666668,0.188499,3273.0,1,1157394.0,1157394.0,4.0,0.0,0.0,0,0.0,1157394.0,0.0,0.0
156,5421,174,4904,236.0,14.4375,0.0,10525.0,0,780050.0,17129848.0,2.0,0.3492063492063492,308582927.1,4898141,-1.6507936507936507,-4118091.0,0.0,0.0
157,5915,174,4904,256.0,14.0,0.0,10545.0,0,410550.0,17540398.0,2.0,0.3157894736842105,340554076.1,4480974,-2.4473684210526314,-4070424.0,0.0,-4.0
158,12237,182,5339,152.0,30.4,0.0,7722.0,1,2595522.0,6969844.0,1.0,0.48,92688676.0,3707547,1.64,-1112025.0,0.0,0.0
159,17532,183,4589,344.0,22.933333333333334,0.004654,9589.0,1,339150.0,246016901.0,10.0,0.8695652173913043,291258706.1,12663422,8.391304347826088,-12324272.0,0.0,0.0
160,19509,183,4589,383.0,21.27777777777778,0.003635,9628.0,1,8505751.0,274050916.0,11.0,0.875,291597856.1,12149910,8.25,-3644159.0,1.0,5.0
